timestamp,position,in_pit,pit_out,lap_number
00:00:04.376,16,True,False,
00:00:05.890,,,,
00:14:27.341,,False,,
00:14:35.405,,,,
00:14:35.405,,,,
00:14:35.466,,,,
00:14:40.366,,,,
00:14:44.568,,,,
00:14:48.378,,,,
00:14:51.234,,,,
00:14:54.805,,,,
00:15:00.542,,,,
00:15:03.419,,,,
00:15:07.119,,,,
00:15:09.904,,,,
00:15:13.441,,,,
00:15:17.460,,,,
00:15:23.267,,,,
00:15:26.941,,,,
00:15:31.396,,,,
00:15:36.841,,,,
00:15:40.789,,,,
00:15:45.707,,,,
00:15:49.944,,,,
00:15:52.895,,,,
00:15:57.604,,,,
00:16:00.873,,,,
00:16:05.411,,,,
00:16:05.426,,,,
00:16:05.629,,True,,
00:16:32.795,,False,,
00:16:39.264,,,,
00:16:39.326,,,,
00:16:39.326,,,,
00:16:43.606,,,,
00:16:47.606,,,,
00:16:51.094,,,,
00:16:53.458,,,,
00:16:56.884,,,,
00:17:02.305,,,,
00:17:05.146,,,,
00:17:08.746,,,,
00:17:11.606,,,,
00:17:15.157,,,,
00:17:19.087,,,,
00:17:24.496,,,,
00:17:28.143,,,,
00:17:32.621,,,,
00:17:38.050,,,,
00:17:41.944,,,,
00:17:46.806,,,,
00:17:51.052,,,,
00:17:53.489,,,,
00:17:57.975,,,,
00:18:02.530,,,,
00:18:06.984,,,,
00:18:07.091,,,,
00:18:07.197,,True,,
00:18:33.972,,False,,
00:18:40.187,,,,
00:18:40.187,,,,
00:18:40.187,,,,
00:18:44.208,,,,
00:18:48.070,,,,
00:18:51.568,,,,
00:18:53.986,,,,
00:18:57.405,,,,
00:19:02.862,,,,
00:19:05.695,,,,
00:19:09.469,,,,
00:19:12.308,,,,
00:19:15.657,,,,
00:19:19.870,,,,
00:19:25.749,,,,
00:19:29.384,,,,
00:19:34.012,,,,
00:19:39.507,,,,
00:19:43.559,,,,
00:19:49.568,,,,
00:19:54.972,,,,
00:19:57.827,,,,
00:20:02.470,,,,
00:20:07.119,,,,
00:20:15.208,,,,
00:54:20.518,,,,
00:54:32.933,,,,
00:54:40.009,,,,
00:54:44.308,,,,
00:54:48.656,,,,
00:54:51.744,,,,
00:54:55.596,,,,
00:55:01.560,,,,
00:55:04.493,,,,
00:55:08.524,,,,
00:55:11.612,,,,
00:55:15.434,,,,
00:55:20.153,,,,
00:55:26.596,,,,
00:55:30.318,,,,
00:55:35.059,,,,
00:55:46.133,,,,
00:55:50.426,,,,
00:55:55.674,,,,
00:56:05.399,,,,
00:56:12.709,,,,
00:56:22.419,,,,
00:56:33.350,,,,
00:56:48.619,,,,
00:56:52.573,,,,
00:57:22.719,,,,
00:57:25.460,,,,
00:57:25.482,,,,
00:57:30.497,14,,,
00:57:30.583,,,,
00:57:30.619,,,,
00:57:34.981,,,,
00:57:35.034,,,,
00:57:35.493,,,,
00:57:38.870,,,,
00:57:38.907,,,,
00:57:42.797,,,,
00:57:42.860,,,,
00:57:45.653,,,,
00:57:45.697,,,,
00:57:49.550,,,,
00:57:49.613,,,,
00:57:55.170,,,,
00:57:55.697,,,,
00:57:55.789,,,,
00:57:58.372,,,,
00:57:58.400,,,,
00:58:01.883,,,,
00:58:01.921,,,,
00:58:02.109,,,,
00:58:04.659,,,,
00:58:04.694,,,,
00:58:04.799,,,,
00:58:07.941,,,,
00:58:07.941,,,,
00:58:12.019,,,,
00:58:12.032,,,,
00:58:18.234,,,,
00:58:18.294,,,,
00:58:22.372,,,,
00:58:22.382,,,,
00:58:27.219,,,,
00:58:27.271,,,,
00:58:32.077,,,,
00:58:32.611,,,,
00:58:32.795,,,,
00:58:34.054,,,,
00:58:36.334,,,,
00:58:36.382,,,,
00:58:41.072,,,,
00:58:41.083,,,,
00:58:45.100,,,,
00:58:45.139,,,,
00:58:45.523,,,,
00:58:47.520,,,,
00:58:47.572,,,,
00:58:51.982,,,,
00:58:52.032,,,,
00:58:55.032,,,,
00:58:55.037,,,,
00:58:56.341,,,,
00:58:58.224,,,,
00:58:58.261,,,,
00:58:58.856,,,,
00:58:58.981,,,,
00:58:59.122,,,,1.0
00:59:01.763,,,,
00:59:01.825,,,,
00:59:03.966,,,,
00:59:04.044,,,,
00:59:04.044,,,,
00:59:08.609,,,,
00:59:08.609,,,,
00:59:12.610,,,,
00:59:12.683,,,,
00:59:16.497,,,,
00:59:16.561,,,,
00:59:20.089,,,,
00:59:20.093,,,,
00:59:22.669,,,,
00:59:22.810,,,,
00:59:26.112,,,,
00:59:26.251,,,,
00:59:31.275,,,,
00:59:31.821,,,,
00:59:31.903,,,,
00:59:34.021,,,,
00:59:34.437,,,,
00:59:34.437,,,,
00:59:35.797,,,,
00:59:37.904,,,,
00:59:37.934,,,,
00:59:41.728,,,,
00:59:41.744,,,,
00:59:51.626,,,,
00:59:51.686,,,,
01:00:00.944,,,,
01:00:01.009,,,,
01:00:11.336,,,,
01:00:11.394,,,,
01:00:18.704,,,,
01:00:18.720,,,,
01:00:25.637,,,,
01:00:25.637,,,,
01:00:31.639,,,,
01:00:32.273,,,,
01:00:32.421,,,,
01:00:34.171,,,,
01:00:36.531,,,,
01:00:36.542,,,,
01:00:41.899,,,,
01:00:41.910,,,,
01:00:46.777,,,,
01:00:46.820,,,,
01:00:47.334,,,,
01:00:49.558,,,,
01:00:49.561,,,,
01:00:53.893,,,,
01:00:53.955,,,,
01:00:57.221,,,,
01:00:57.261,,,,
01:01:00.723,,,,
01:01:00.734,,,,
01:01:01.541,,,,
01:01:01.582,,,,
01:01:01.772,,,,2.0
01:01:04.198,,,,
01:01:04.785,,,,
01:01:04.842,,,,
01:01:07.147,,,,
01:01:07.184,,,,
01:01:11.810,,,,
01:01:11.827,,,,
01:01:15.957,,,,
01:01:15.989,,,,
01:01:20.105,,,,
01:01:20.121,,,,
01:01:24.238,,,,
01:01:24.275,,,,
01:01:27.271,,,,
01:01:27.284,,,,
01:01:32.262,,,,
01:01:32.296,,,,
01:01:38.822,,,,
01:01:39.537,,,,
01:01:39.658,,,,
01:01:42.945,,,,
01:01:42.945,,,,
01:01:44.235,,,,
01:01:47.537,,,,
01:01:47.553,,,,
01:01:51.372,,,,
01:01:51.421,,,,
01:01:57.437,,,,
01:01:57.483,,,,
01:02:04.711,,,,
01:02:04.784,,,,
01:02:14.398,,,,
01:02:14.413,,,,
01:02:21.384,,,,
01:02:21.395,,,,
01:02:26.627,,,,
01:02:26.632,,,,
01:02:32.177,,,,
01:02:32.673,,,,
01:02:32.862,,,,
01:02:34.261,,,,
01:02:36.558,,,,
01:02:36.583,,,,
01:02:41.249,,,,
01:02:41.254,,,,
01:02:45.484,,,,
01:02:45.584,,,,
01:02:45.947,,,,
01:02:48.122,,,,
01:02:48.174,,,,
01:02:52.521,,,,
01:02:52.537,,,,
01:02:55.468,,,,
01:02:55.562,,,,
01:02:58.591,,,,
01:02:58.653,,,,
01:02:59.375,,,,
01:02:59.487,,,,
01:02:59.589,,,,3.0
01:03:00.283,,,,
01:03:02.146,,,,
01:03:02.212,,,,
01:03:04.135,,,,
01:03:04.226,,,,
01:03:08.651,,,,
01:03:08.696,,,,
01:03:12.872,,,,
01:03:12.886,,,,
01:03:16.679,,,,
01:03:16.741,,,,
01:03:20.377,,,,
01:03:20.393,,,,
01:03:22.801,,,,
01:03:22.887,,,,
01:03:26.321,,,,
01:03:26.338,,,,
01:03:31.370,,,,
01:03:31.910,,,,
01:03:32.004,,,,
01:03:34.396,,,,
01:03:34.671,,,,
01:03:34.687,,,,
01:03:38.125,,,,
01:03:38.153,,,,
01:03:40.773,,,,
01:03:40.798,,,,
01:03:44.000,,,,
01:03:44.046,,,,
01:03:47.813,,,,
01:03:47.813,,,,
01:03:53.723,,,,
01:03:53.754,,,,
01:03:57.449,,,,
01:03:57.521,,,,
01:04:02.114,,,,
01:04:02.163,,,,
01:04:06.939,,,,
01:04:07.395,,,,
01:04:07.550,,,,
01:04:09.498,,,,
01:04:11.211,,,,
01:04:11.266,,,,
01:04:15.862,,,,
01:04:15.903,,,,
01:04:17.483,,,,
01:04:19.776,,,,
01:04:19.821,,,,
01:04:20.175,,,,
01:04:21.310,,,,
01:04:22.236,,,,
01:04:22.255,,,,
01:04:26.843,,,,
01:04:26.843,,,,
01:04:29.674,,,,
01:04:29.686,,,,
01:04:32.793,,,,
01:04:32.843,,,,
01:04:33.521,,,,
01:04:33.599,,,,
01:04:33.701,,,,4.0
01:04:34.210,,,,
01:04:36.272,,,,
01:04:36.303,,,,
01:04:38.485,,,,
01:04:38.500,,,,
01:04:43.111,,,,
01:04:43.164,,,,
01:04:47.011,,,,
01:04:47.037,,,,
01:04:50.743,,,,
01:04:50.790,,,,
01:04:54.373,,,,
01:04:54.426,,,,
01:04:56.837,,,,
01:04:56.839,,,,
01:05:00.241,,,,
01:05:00.273,,,,
01:05:05.295,,,,
01:05:05.821,,,,
01:05:05.969,,,,
01:05:08.485,,,,
01:05:08.562,,,,
01:05:09.584,,,,
01:05:12.121,,,,
01:05:12.136,,,,
01:05:14.743,,,,
01:05:14.814,,,,
01:05:17.985,,,,
01:05:17.995,,,,
01:05:21.797,,,,
01:05:21.814,,,,
01:05:27.500,,,,
01:05:27.578,,,,
01:05:31.274,,,,
01:05:31.288,,,,
01:05:35.702,,,,
01:05:35.749,,,,
01:05:40.580,,,,
01:05:41.104,,,,
01:05:41.259,,,,
01:05:44.599,,,,
01:05:44.963,,,,
01:05:45.012,,,,
01:05:49.515,,,,
01:05:49.584,,,,
01:05:53.511,,,,
01:05:53.565,,,,
01:05:53.962,,,,
01:05:55.837,,,,
01:05:55.852,,,,
01:06:00.131,,,,
01:06:00.146,,,,
01:06:03.182,,,,
01:06:03.197,,,,
01:06:06.322,,,,
01:06:06.385,,,,
01:06:07.072,,,,
01:06:07.072,,,,
01:06:07.228,,,,5.0
01:06:09.684,,,,
01:06:09.911,,,,
01:06:09.914,,,,
01:06:12.075,,,,
01:06:12.105,,,,
01:06:16.488,,,,
01:06:16.495,,,,
01:06:20.407,,,,
01:06:20.461,,,,
01:06:24.204,,,,
01:06:24.242,,,,
01:06:27.613,,,,
01:06:27.623,,,,
01:06:30.085,,,,
01:06:30.085,,,,
01:06:33.513,,,,
01:06:33.536,,,,
01:06:38.673,,,,
01:06:39.062,,,,
01:06:39.289,,,,
01:06:39.684,,,,
01:06:41.955,,,,
01:06:42.000,,,,
01:06:45.536,,,,
01:06:45.608,,,,
01:06:48.263,,,,
01:06:48.273,,,,
01:06:51.450,,,,
01:06:51.450,,,,
01:06:55.276,,,,
01:06:55.284,,,,
01:07:00.941,,,,
01:07:01.004,,,,
01:07:04.640,,,,
01:07:04.669,,,,
01:07:09.013,,,,
01:07:09.030,,,,
01:07:13.785,,,,
01:07:14.263,,,,
01:07:14.586,,,,
01:07:14.685,,,,
01:07:18.196,,,,
01:07:18.210,,,,
01:07:22.822,,,,
01:07:22.887,,,,
01:07:26.728,,,,
01:07:26.775,,,,
01:07:27.165,,,,
01:07:29.062,,,,
01:07:29.104,,,,
01:07:33.364,,,,
01:07:33.424,,,,
01:07:36.512,,,,
01:07:36.573,,,,
01:07:39.611,,,,
01:07:39.623,,,,
01:07:40.354,,,,
01:07:40.433,,,,
01:07:40.620,,,,6.0
01:07:41.245,,,,
01:07:43.187,,,,
01:07:43.223,,,,
01:07:45.316,,,,
01:07:45.364,,,,
01:07:49.750,,,,
01:07:49.784,,,,
01:07:53.664,,,,
01:07:53.677,,,,
01:07:57.423,,,,
01:07:57.487,,,,
01:08:00.746,,,,
01:08:00.824,,,,
01:08:03.331,,,,
01:08:03.374,,,,
01:08:06.877,,,,
01:08:06.878,,,,
01:08:12.023,,,,
01:08:12.604,,,,
01:08:12.624,,,,
01:08:14.814,,,,
01:08:15.223,,,,
01:08:15.284,,,,
01:08:18.778,,,,
01:08:18.842,,,,
01:08:21.522,,,,
01:08:21.556,,,,
01:08:24.755,,,,
01:08:24.763,,,,
01:08:28.525,,,,
01:08:28.586,,,,
