timestamp,position,in_pit,pit_out,lap_number
00:00:04.376,12,True,False,
00:00:05.890,,,,
00:14:50.605,,False,,
00:14:58.145,,,,
00:14:58.145,,,,
00:14:58.152,,,,
00:15:03.219,,,,
00:15:07.493,,,,
00:15:11.155,,,,
00:15:13.745,,,,
00:15:17.330,,,,
00:15:23.138,,,,
00:15:25.967,,,,
00:15:29.682,,,,
00:15:32.605,,,,
00:15:36.041,,,,
00:15:39.942,,,,
00:15:45.707,,,,
00:15:49.494,,,,
00:15:54.504,,,,
00:16:00.419,,,,
00:16:04.405,,,,
00:16:09.420,,,,
00:16:13.564,,,,
00:16:15.799,,,,
00:16:20.196,,,,
00:16:23.420,,,,
00:16:27.092,,,,
00:16:27.092,,,,
00:16:27.232,,True,,
00:16:50.838,,False,,
00:16:57.405,,,,
00:16:57.405,,,,
00:16:57.442,,,,
00:17:02.146,,,,
00:17:06.151,,,,
00:17:09.520,,,,
00:17:11.868,,,,
00:17:15.224,,,,
00:17:20.484,,,,
00:17:23.364,,,,
00:17:27.039,,,,
00:17:30.037,,,,
00:17:33.446,,,,
00:17:37.228,,,,
00:17:42.954,,,,
00:17:46.446,,,,
00:17:50.957,,,,
00:17:56.444,,,,
00:18:00.397,,,,
00:18:05.168,,,,
00:18:09.546,,,,
00:18:11.684,,,,
00:18:15.920,,,,
00:18:19.206,,,,
00:18:22.419,,,,
00:18:22.442,,True,,
00:18:22.446,,,,
00:19:46.407,,False,,
00:19:52.660,,,,
00:19:52.661,,,,
00:19:52.661,,,,
00:19:56.984,,,,
00:20:01.182,,,,
00:20:04.390,,,,
00:20:06.796,,,,
00:20:10.108,,,,
00:20:15.529,,,,
00:20:18.396,,,,
00:20:22.221,,,,
00:20:25.006,,,,
00:20:28.506,,,,
00:20:32.421,,,,
00:20:37.953,,,,
00:20:41.667,,,,
00:20:46.045,,,,
00:20:51.324,,,,
00:20:55.384,,,,
00:21:00.386,,,,
00:21:04.886,,,,
00:21:07.007,,,,
00:21:11.321,,,,
00:21:15.506,,,,
00:21:29.474,,,,
00:54:09.121,,,,
00:54:22.807,,,,
00:54:29.233,,,,
00:54:33.593,,,,
00:54:37.233,,,,
00:54:39.669,,,,
00:54:43.126,,,,
00:54:48.497,,,,
00:54:51.610,,,,
00:54:55.663,,,,
00:54:58.908,,,,
00:55:02.638,,,,
00:55:06.884,,,,
00:55:12.968,,,,
00:55:19.618,,,,
00:55:25.008,,,,
00:55:38.170,,,,
00:55:42.782,,,,
00:55:48.108,,,,
00:55:52.869,,,,
00:55:59.833,,,,
00:56:11.172,,,,
