timestamp,driver_number,lap_time,fastest,personal_fastest
00:34:27.941,6,2:15.472,False,False
00:34:34.580,87,1:55.357,False,False
00:34:47.695,30,1:54.883,False,False
00:34:59.280,12,2:30.236,False,False
00:35:03.257,23,1:28.445,False,True
00:35:10.169,55,1:48.895,False,False
00:35:40.194,7,2:06.970,False,False
00:35:46.580,44,3:10.901,False,False
00:35:56.380,6,1:28.670,False,True
00:36:03.708,18,2:46.558,False,False
00:36:13.470,14,2:39.540,False,False
00:36:37.911,55,1:28.311,False,True
00:37:01.498,23,1:58.289,False,False
00:37:09.243,7,1:29.357,False,True
00:37:15.244,44,1:28.836,False,True
00:37:28.527,12,2:29.233,False,False
00:37:33.597,18,1:29.926,False,True
00:37:42.854,14,1:29.156,False,True
00:37:42.972,6,1:46.484,False,False
00:38:26.521,55,1:48.623,False,False
00:38:56.660,12,1:28.227,False,True
00:39:18.405,7,2:08.380,False,False
00:39:18.543,44,2:03.142,False,False
00:39:32.396,14,1:49.808,False,False
00:39:44.571,18,2:10.916,False,False
00:40:20.458,5,14:33.006,False,False
00:40:56.101,12,1:59.395,False,False
00:41:04.432,14,1:31.998,False,False
00:41:14.570,18,1:29.705,False,True
00:41:39.745,30,6:52.042,False,False
00:41:50.459,5,1:30.141,False,True
00:42:22.836,22,10:11.895,False,False
00:42:30.884,81,12:46.007,False,False
00:42:36.503,14,1:32.074,False,False
00:42:46.282,4,10:42.900,False,False
00:43:03.526,18,1:49.293,False,False
00:43:13.680,30,1:33.894,False,False
00:43:21.371,6,5:38.373,False,False
00:43:46.952,5,1:56.287,False,False
00:43:48.847,63,10:42.924,False,False
00:43:55.806,22,1:33.080,False,False
00:43:59.107,81,1:28.342,False,True
00:44:08.559,14,1:32.035,False,False
00:44:15.145,4,1:28.940,False,False
00:44:31.426,87,9:56.821,False,False
00:44:35.134,18,1:31.618,False,False
00:44:41.103,10,10:34.852,False,False
00:44:46.578,30,1:32.900,False,False
00:44:51.789,27,20:13.241,False,False
00:44:56.856,6,1:35.359,False,False
00:45:05.282,23,8:03.614,False,False
00:45:13.234,55,6:46.581,False,False
00:45:19.896,63,1:31.081,False,False
00:45:29.078,22,1:33.294,False,False
00:45:40.263,16,11:15.183,False,False
00:45:41.295,14,1:32.241,False,False
00:45:45.034,5,1:58.152,False,False
00:46:01.605,81,2:02.449,False,False
00:46:03.536,87,1:32.121,False,False
00:46:07.241,18,1:32.036,False,False
00:46:10.334,10,1:29.157,False,False
00:46:19.362,30,1:32.843,False,False
00:46:21.375,27,1:29.750,False,True
00:46:27.904,1,15:03.407,False,False
00:46:29.819,6,1:33.070,False,False
00:46:35.773,23,1:30.522,False,False
00:46:42.305,4,2:27.127,False,False
00:46:43.741,55,1:30.590,False,False
00:46:51.562,63,1:31.662,False,False
00:47:02.167,22,1:33.101,False,False
00:47:08.263,16,1:28.396,False,True
00:47:17.198,5,1:32.006,False,False
00:47:33.227,12,6:36.996,False,False
00:47:35.558,87,1:31.987,False,False
00:47:35.599,14,1:54.872,False,False
00:47:38.623,18,1:31.384,False,False
00:47:51.861,30,1:32.508,False,False
00:47:59.928,1,1:31.969,False,False
00:48:02.183,6,1:32.405,False,False
00:48:06.603,23,1:30.943,False,False
00:48:13.902,4,1:31.546,False,False
00:48:13.917,7,8:56.181,False,False
00:48:15.383,55,1:31.556,False,False
00:48:19.661,31,15:58.764,False,False
00:48:23.197,63,1:31.565,False,False
00:48:25.045,10,2:14.841,False,False
00:48:35.299,22,1:33.018,False,False
00:48:49.558,5,1:32.402,False,False
00:48:49.606,27,2:28.014,False,False
00:49:00.784,81,2:59.235,False,False
00:49:05.583,12,1:32.409,False,False
00:49:07.478,87,1:32.018,False,False
00:49:24.278,30,1:32.412,False,False
00:49:31.145,16,2:22.829,False,False
00:49:31.624,18,1:53.133,False,False
00:49:31.783,1,1:31.853,False,False
00:49:34.558,6,1:32.289,False,False
00:49:37.684,23,1:30.994,False,False
00:49:45.434,7,1:31.510,False,False
00:49:49.335,55,1:34.055,False,False
00:49:50.099,31,1:30.474,False,False
00:49:53.473,4,1:39.650,False,False
00:49:55.001,63,1:31.830,False,False
00:49:59.699,14,2:23.968,False,False
00:50:08.346,22,1:33.161,False,False
00:50:22.298,5,1:32.777,False,False
00:50:29.704,81,1:28.853,False,False
00:50:35.873,10,2:10.866,False,False
00:50:37.336,12,1:31.771,False,False
00:50:39.573,87,1:32.140,False,False
00:50:52.585,44,11:34.090,False,False
00:50:56.491,30,1:32.238,False,False
00:51:00.866,16,1:29.707,False,False
00:51:04.268,1,1:32.527,False,False
00:51:07.024,6,1:32.462,False,False
00:51:08.996,23,1:31.361,False,False
00:51:17.264,7,1:31.971,False,False
00:51:20.458,55,1:31.153,False,False
00:51:23.892,4,1:30.350,False,False
00:51:27.184,63,1:32.130,False,False
00:51:41.661,22,1:33.169,False,False
00:51:42.636,14,1:42.541,False,False
00:51:54.524,5,1:32.278,False,False
00:52:00.948,81,1:31.322,False,False
00:52:05.166,10,1:29.165,False,False
00:52:09.441,12,1:32.147,False,False
00:52:11.628,87,1:32.050,False,False
00:52:16.175,31,2:26.137,False,False
00:52:21.113,44,1:28.556,False,True
00:52:32.854,16,1:32.085,False,False
00:52:36.339,30,1:39.843,False,False
00:52:36.698,1,1:32.398,False,False
00:52:39.835,6,1:32.897,False,False
00:52:40.500,23,1:31.442,False,False
00:52:48.885,7,1:31.613,False,False
00:52:51.917,55,1:31.320,False,False
00:52:53.799,4,1:29.974,False,False
00:52:59.643,63,1:32.479,False,False
00:53:14.437,22,1:32.817,False,False
00:53:26.463,5,1:31.889,False,False
00:53:31.499,81,1:30.554,False,False
00:53:40.248,10,1:34.542,False,False
00:53:41.299,12,1:31.838,False,False
00:53:43.970,87,1:32.317,False,False
00:53:47.936,31,1:31.723,False,False
00:54:04.861,16,1:31.887,False,False
00:54:09.104,1,1:32.438,False,False
00:54:12.782,23,1:31.813,False,False
00:54:18.947,6,1:39.053,False,False
00:54:20.666,7,1:31.701,False,False
00:54:23.552,55,1:31.639,False,False
00:54:24.887,4,1:31.088,False,False
00:54:31.747,63,1:32.086,False,False
00:54:55.347,22,1:41.041,False,False
00:54:56.597,44,2:35.435,False,False
00:55:01.974,81,1:30.319,False,False
00:55:04.255,5,1:37.905,False,False
00:55:11.975,10,1:32.359,False,False
00:55:13.373,12,1:31.983,False,False
00:55:16.162,87,1:32.111,False,False
00:55:20.251,31,1:32.289,False,False
00:55:36.865,16,1:31.877,False,False
00:55:41.148,1,1:32.102,False,False
00:55:48.280,23,1:36.115,False,False
00:55:52.496,7,1:31.782,False,False
00:55:55.857,4,1:30.923,False,False
00:55:59.700,55,1:36.229,False,False
00:56:02.933,63,1:31.232,False,False
00:56:27.647,44,1:31.002,False,False
00:56:32.427,81,1:30.541,False,False
00:56:44.448,10,1:32.425,False,False
00:56:45.459,12,1:32.160,False,False
00:56:48.066,87,1:31.991,False,False
00:56:51.917,31,1:31.720,False,False
00:57:07.608,16,1:30.902,False,False
00:57:13.102,1,1:31.930,False,False
00:57:24.427,7,1:32.003,False,False
00:57:31.026,4,1:35.274,False,False
00:57:34.150,63,1:31.193,False,False
00:57:41.485,23,1:52.456,False,False
00:57:59.035,44,1:31.377,False,False
00:58:02.585,81,1:30.182,False,False
00:58:16.185,10,1:31.773,False,False
00:58:19.886,87,1:31.723,False,False
00:58:24.075,31,1:32.040,False,False
00:58:30.448,12,1:44.944,False,False
00:58:44.348,16,1:36.866,False,False
00:58:53.326,1,1:40.241,False,False
00:58:56.408,7,1:31.938,False,False
00:59:05.187,63,1:31.150,False,False
00:59:30.223,44,1:31.176,False,False
00:59:32.219,4,2:01.070,False,False
00:59:38.126,81,1:35.513,False,False
00:59:45.500,27,10:55.998,False,False
00:59:47.789,10,1:31.668,False,False
00:59:55.894,31,1:31.834,False,False
01:00:02.263,12,1:31.858,False,False
01:00:08.661,87,1:48.895,False,False
01:00:37.205,63,1:31.913,False,False
01:00:39.083,7,1:42.666,False,False
01:01:06.552,44,1:36.473,False,False
01:01:14.008,27,1:28.573,False,True
01:01:26.550,10,1:38.670,False,False
01:01:34.200,12,1:31.842,False,False
01:01:38.628,31,1:42.788,False,False
01:02:03.216,14,10:20.987,False,False
01:02:09.086,63,1:31.933,False,False
01:02:42.775,55,6:43.000,False,False
01:03:05.458,12,1:31.335,False,False
01:03:09.208,23,5:28.329,False,False
01:03:31.603,14,1:28.516,False,True
01:03:40.742,63,1:31.552,False,False
01:03:47.327,27,2:33.117,False,False
01:03:55.238,18,14:23.507,False,False
01:04:10.476,55,1:27.678,True,True
01:04:34.022,22,9:38.635,False,False
01:04:37.002,12,1:31.513,False,False
01:04:37.087,23,1:27.955,False,True
01:04:47.901,30,12:11.453,False,False
01:05:05.265,6,10:46.274,False,False
01:05:12.943,63,1:31.753,False,False
01:05:24.450,18,1:29.362,False,True
01:05:36.197,1,6:42.816,False,False
01:05:50.201,14,2:18.449,False,False
01:06:02.107,22,1:28.155,False,True
01:06:08.530,12,1:31.490,False,False
01:06:16.143,30,1:28.374,False,True
01:06:24.288,55,2:13.923,False,False
01:06:25.530,16,7:41.145,False,False
01:06:33.112,6,1:27.968,False,True
01:06:41.140,81,7:02.974,False,False
01:06:44.201,63,1:31.809,False,False
01:07:03.617,1,1:27.558,False,False
01:07:16.628,23,2:39.396,False,False
01:07:28.714,27,3:41.381,False,False
01:07:40.027,12,1:31.408,False,False
01:07:53.014,16,1:27.484,True,True
01:07:59.719,14,2:09.648,False,False
01:08:05.249,5,13:00.950,False,False
01:08:08.142,81,1:27.128,True,True
01:08:15.757,63,1:31.481,False,False
01:08:20.843,18,2:56.291,False,False
01:08:26.352,30,2:10.119,False,False
01:08:29.802,4,8:57.674,False,False
01:08:37.888,87,8:29.185,False,False
01:08:43.975,31,7:05.251,False,False
01:08:46.765,22,2:44.551,False,False
01:08:48.919,6,2:15.728,False,False
01:08:59.188,27,1:30.479,False,False
01:08:59.314,44,7:52.748,False,False
01:09:11.467,12,1:31.639,False,False
01:09:27.879,14,1:28.243,False,True
01:09:33.889,5,1:28.771,False,True
01:09:40.680,23,2:24.077,False,False
