timestamp,utc_time,driver_number,audio_path,message_id
00:19:50.653,2025-05-02T16:35:36.117Z,63,TeamRadio/GEORUS01_63_20250502_123526.mp3,3
00:21:22.267,2025-05-02T16:37:08.005Z,63,TeamRadio/GEORUS01_63_20250502_123700.mp3,4
00:33:04.701,2025-05-02T16:48:50.333Z,63,TeamRadio/GEORUS01_63_20250502_124836.mp3,5
