timestamp,driver_number
01:28:46.144,5
01:30:23.508,18
01:33:21.783,6
01:34:55.045,31
01:37:45.118,12
01:37:49.048,55
01:39:12.733,1
01:39:17.061,23
01:40:58.913,22
01:42:48.089,44
01:43:12.024,14
01:43:46.435,30
01:44:00.514,81
01:44:08.540,4
01:44:24.813,63
01:44:34.354,16
01:49:49.610,10
01:56:12.479,27
