timestamp,utc_time,driver_number,audio_path,message_id
00:17:20.194,2025-05-04T19:23:47.034Z,55,TeamRadio/CARSAI01_55_20250504_152328.mp3,3
02:28:50.567,2025-05-04T21:35:19.678Z,55,TeamRadio/CARSAI01_55_20250504_173500.mp3,31
